You are now connected to database "nc_news" as user "Kirsty".
 comment_id |    author    | article_id | votes | created_at |                                                                                                                                                                                       body                                                                                                                                                                                       
        253 | tickle122    |            |     3 | 2016-10-10 | Expedita non veritatis dicta blanditiis ratione qui et. Corrupti sapiente accusantium molestiae vel nemo quia ullam. Ut distinctio aut autem fuga ullam et quod vero architecto. Sapiente voluptatem neque.
        254 | weegembump   |            |    16 | 2017-04-20 | Cupiditate commodi delectus molestiae exercitationem iure eum error et. Et pariatur dolores assumenda explicabo ut ut rem. Magni molestiae veritatis illum.
        255 | tickle122    |            |    -1 | 2016-06-14 | Voluptatem in distinctio delectus. Inventore fuga quia nemo sint quisquam reiciendis provident. Porro animi nemo qui.
        256 | cooljmessy   |            |    -5 | 2017-03-28 | Aut fugiat eos distinctio culpa est est maxime. Maiores nihil quos velit minus beatae. Dolore eos tenetur voluptates nemo.
        257 | jessjelly    |            |    16 | 2017-11-03 | Non consequuntur est et fugit delectus id occaecati aut consequatur. Et totam qui. Vel tempore qui quam iusto adipisci voluptate repudiandae cum. Temporibus et illum.
        258 | jessjelly    |            |    -1 | 2017-06-12 | Rerum occaecati provident et reprehenderit. Possimus dignissimos quo. Alias ut aut at qui. Ut quasi incidunt porro. Accusantium omnis facilis.
        259 | happyamy2016 |            |     8 | 2017-10-24 | Est et repellendus iusto eveniet ut quaerat quos labore. Adipisci ducimus officia.
        260 | tickle122    |            |     0 | 2017-03-24 | Est nihil saepe voluptatem nobis. Qui eaque sit quis labore ipsa harum aliquid aliquam. Odit consequatur provident omnis dolores quisquam sequi doloremque qui. Eveniet dolores necessitatibus qui consectetur tempora veritatis eligendi. Sequi deserunt atque nesciunt.
        261 | grumpy19     |            |    -5 | 2016-09-20 | Delectus id consequatur voluptatem ad sapiente quia optio dolor. Dolorum est ullam vitae.
        262 | grumpy19     |            |    14 | 2017-04-22 | Quia adipisci veritatis quia voluptate aperiam dolor. Consequatur ipsam doloremque. Et reiciendis et in ut necessitatibus et voluptatem. Et voluptatem ut. Officiis eos exercitationem sequi temporibus debitis nemo sit.
        263 | jessjelly    |            |    12 | 2016-02-23 | Occaecati ut officiis temporibus et atque exercitationem quae velit est. Ut maiores illum quo eos et veritatis quisquam sunt voluptatibus. Aut eos vel. Explicabo repellendus culpa occaecati beatae odio magnam ex. Dolor tempore consequatur.
        264 | cooljmessy   |            |    17 | 2017-02-25 | Modi praesentium consequuntur nobis. Velit tempore consequuntur necessitatibus. Ab cumque nihil quae. Voluptas quis qui. Qui et ut.
        265 | tickle122    |            |     1 | 2017-09-02 | Velit molestiae reiciendis non accusamus voluptatem eligendi. Non aspernatur accusantium molestias natus reiciendis voluptas. Quibusdam quas id vel ratione.
        266 | happyamy2016 |            |     0 | 2017-06-21 | Vero est explicabo quidem dolorem accusamus similique ea id. Expedita harum sunt a laboriosam et eveniet quis. Deleniti est corporis nulla est est consectetur omnis. Provident dolores doloribus aut quo magni quaerat recusandae voluptatem. Aut dolores in et id alias veniam autem dolores.
        267 | weegembump   |            |    18 | 2018-01-21 | Rerum culpa facere minus exercitationem unde sit facilis. Ex sint neque et animi quia error sequi quibusdam tempora. Tempora temporibus et illo dolore praesentium. Non perspiciatis sit enim magnam nisi.
        268 | grumpy19     |            |     0 | 2017-03-30 | Dicta sequi harum est deserunt labore. Architecto dignissimos voluptatibus voluptas ratione. Rerum ut provident non et fugiat. Ea consequuntur placeat reiciendis pariatur illo pariatur laudantium. Rem aut blanditiis provident deserunt numquam quis sit itaque.
        269 | jessjelly    |            |     5 | 2016-02-06 | Dolorem facilis excepturi fugiat sint ut fugiat accusamus ex. Voluptatem possimus molestiae corrupti mollitia incidunt aut. Et corrupti sequi et omnis tempore nam sequi sed consectetur. Tenetur sed nulla nam similique numquam illo eius dolorum. Vel maiores et quos architecto sed.
        270 | tickle122    |            |    -5 | 2017-11-02 | Repellat id vel. Ut illo ut voluptas expedita enim aperiam et cumque temporibus. Facilis non iste eos quia ut occaecati est. Soluta molestiae qui quo vel qui. Dolor labore fuga ex voluptatem ut sed similique voluptatem aspernatur. Magnam aperiam iure fuga aut nemo eius aut minima.
        271 | happyamy2016 |            |     0 | 2017-06-22 | Atque odio soluta ducimus placeat laborum voluptatem vel. Non possimus et. Explicabo voluptatem nam quibusdam et corrupti at quia.
        272 | tickle122    |            |    17 | 2017-09-26 | Distinctio excepturi laboriosam eos aperiam quis amet eum animi minima. Officiis in quia. Est consequatur optio atque nostrum iusto impedit harum quod asperiores.
        273 | weegembump   |            |    -5 | 2017-02-11 | Ullam ut consequatur. Vel et harum sed quo. Aliquid rem consequatur est. Esse deleniti voluptatem temporibus. Deleniti maiores officiis mollitia omnis exercitationem dicta cum quia. Earum voluptates qui iusto ipsa magni id.
        274 | happyamy2016 |            |    -3 | 2017-05-21 | Quod inventore aut consequuntur rerum aperiam. Laborum nihil ut optio fugit.
        275 | jessjelly    |            |    -4 | 2016-07-29 | Nulla similique ullam excepturi tempore. Voluptatem eum vel voluptatem dolores suscipit similique labore aliquam dolores. Est ex eum at voluptate repellat assumenda. Eos asperiores dolor aperiam.
        276 | weegembump   |            |    20 | 2016-02-18 | Voluptatem unde dolor id et. Voluptas vitae soluta. Rerum aperiam illum dolores ducimus optio et possimus dolorum quo.
        277 | grumpy19     |            |     1 | 2017-05-28 | Sed saepe voluptas aliquam similique. Debitis beatae reprehenderit dolore animi voluptatibus enim labore.
        278 | happyamy2016 |            |    19 | 2016-09-06 | Reiciendis quo animi qui qui. Modi ipsam quas. Illo nihil quidem dolorem sapiente libero eum. Ea et molestiae aut magnam quo et rerum fugit eius. Porro dolorem id quasi. Illo asperiores qui sint.
        279 | grumpy19     |            |    12 | 2016-06-29 | Dolor architecto quaerat rerum dolore qui et sunt assumenda quas. Inventore vero eius odio ipsa repudiandae atque dignissimos. Consequuntur et praesentium qui ut soluta suscipit ut tempora. Ratione blanditiis aut molestiae molestiae ut. Corporis nam consequatur sapiente dicta quae repudiandae id ut sint. Reprehenderit omnis magnam.
        280 | tickle122    |            |     8 | 2017-05-06 | Qui magnam error sint ut laborum dicta labore deserunt non. Sit magnam voluptates. Ipsa enim voluptatem. Reprehenderit quod assumenda. Quidem fugiat consequatur in debitis ea sed quos corrupti. Dignissimos necessitatibus distinctio at doloremque enim molestias qui.
        281 | happyamy2016 |            |    12 | 2017-08-16 | Facilis magni odit doloribus et illo ea dignissimos voluptate. Sit officia repudiandae eius suscipit velit fuga qui esse. Necessitatibus minus omnis minus ab.
        282 | happyamy2016 |            |     2 | 2016-05-06 | Libero mollitia adipisci ut. Et ratione totam laboriosam nemo dolorem. Sed debitis aut rerum. Quia laborum voluptas ut voluptas ea dolores eum quidem. Nostrum est laborum praesentium ut.
        283 | happyamy2016 |            |    -4 | 2017-08-06 | Ratione tempore et natus incidunt quibusdam minima. Voluptatem quae quae eos reiciendis et quia saepe enim et. Esse sapiente totam ullam nam. Provident repellat velit enim excepturi asperiores qui nostrum similique dicta. Labore repellendus quae ut voluptas voluptatibus. Voluptatibus voluptatum sed nemo harum ad harum repellendus ad.
        284 | weegembump   |            |     5 | 2017-01-13 | Ipsa voluptate eveniet dolore. Beatae nesciunt cupiditate. Consequatur ex corrupti facere est facilis eaque. Aliquam voluptas sed qui id. Voluptate accusamus veniam cumque nam sed.
        285 | jessjelly    |            |     3 | 2016-08-08 | Tenetur impedit pariatur dolorum enim voluptate mollitia sunt eum exercitationem. Aut perspiciatis quas impedit. Quam et error.
        286 | cooljmessy   |            |    19 | 2017-07-05 | Ut accusamus enim vel voluptate quae temporibus labore neque a. Reprehenderit iste est eos velit fugit vel quod velit.
        287 | tickle122    |            |     8 | 2017-03-28 | Voluptas sed qui nesciunt a non. Amet provident assumenda aut. Sunt et in. Eum velit nemo exercitationem veniam qui corporis qui blanditiis ut. Ullam architecto dolor iusto ratione. Officia quibusdam vero ut.
        288 | cooljmessy   |            |    17 | 2017-07-08 | Maiores labore error debitis earum aliquid. Vel omnis a qui sint voluptatem aut. Sint ullam error velit.
        289 | weegembump   |            |     2 | 2016-05-28 | Et quis in ut rerum minus. Quo cumque aut inventore ipsum amet velit tenetur illo. Unde et quis rem aut asperiores qui quaerat esse. Corporis aut velit sit doloribus est quia dolores.
        290 | jessjelly    |            |    -3 | 2018-01-23 | Sunt omnis pariatur dignissimos quibusdam dolore ut non velit autem. Omnis voluptatibus qui aut sunt ut unde. Ut eaque excepturi numquam quis occaecati. Repellat esse voluptas velit eveniet ut pariatur natus. Velit voluptas nostrum quia dignissimos quisquam incidunt.
        291 | jessjelly    |            |     0 | 2016-07-23 | Reiciendis molestias ut possimus enim voluptatem cumque nam possimus rem. Quod sequi porro et velit dolor ut cupiditate perferendis. Cum omnis omnis sit quia maiores quos qui. Consequuntur error distinctio dolores.
        292 | cooljmessy   |            |     0 | 2017-05-08 | Nihil est deleniti voluptas et soluta. Ea iure error aperiam facere reprehenderit autem corrupti. Reprehenderit labore accusamus esse magni voluptatibus esse minus. Repellat veritatis illum natus. Aut aut dolor omnis est magni sint. Ipsum architecto exercitationem numquam consequatur sit.
        293 | cooljmessy   |            |     9 | 2017-12-19 | Quidem impedit molestiae culpa ut omnis id aliquid. Blanditiis eius commodi tempora. Est facere veniam voluptate voluptas et. Saepe porro similique. In autem unde sint sed voluptas tempore.
        294 | weegembump   |            |     1 | 2017-01-10 | Fugit tenetur et. Consequatur aliquam molestiae voluptas iure perspiciatis et possimus in maiores. Sint et laudantium blanditiis. Illo et sapiente consequatur ducimus est.
        295 | cooljmessy   |            |     7 | 2017-12-18 | Ratione enim est maiores modi eveniet vero provident culpa. Labore facere fugit voluptatem suscipit culpa alias fuga ut. Sapiente porro et. Sunt incidunt aut et enim quia accusamus delectus porro temporibus.
        296 | happyamy2016 |            |    19 | 2017-01-22 | Ab impedit reprehenderit. Eligendi a asperiores. Vel ut modi inventore molestiae cum delectus et. Reiciendis excepturi eveniet.
        297 | cooljmessy   |            |    10 | 2016-01-24 | Harum veritatis neque nisi. Quos minima quasi enim praesentium ea voluptatum quae. Voluptatum quos repudiandae sed ipsum dolor hic quo nemo.
        298 | tickle122    |            |    13 | 2016-08-10 | Et non quia sunt dolorem vero sint optio perspiciatis. Assumenda dolor est aut cum amet assumenda autem. Iusto earum vero animi nihil error non placeat.
        299 | grumpy19     |            |    14 | 2016-01-13 | Sit vitae ut labore doloribus consequatur quam. Perferendis odit provident officia debitis laboriosam aut odio quo. Iusto aperiam dolorum ex commodi animi dignissimos. Qui sint cupiditate ut labore temporibus excepturi.
        300 | jessjelly    |            |    -1 | 2016-08-29 | Quia nemo est. Maiores animi architecto ad nihil sapiente. Odio in maxime nam assumenda tempora et nisi. Impedit quidem cum neque libero sequi et et impedit. Dignissimos ut molestiae laborum rerum error distinctio quasi hic consectetur. Odio vel qui necessitatibus perspiciatis ipsum quod excepturi saepe.
(300 rows)

